4.859006023814171904e-01	-inf	0.000000000000000000e+00	-inf
7.037059434841785865e-01	-inf	0.000000000000000000e+00	-inf
8.901047732633338150e-01	0.000000000000000000e+00	-inf	-inf
9.760978177901002972e-01	0.000000000000000000e+00	-inf	-inf
9.910725953643173547e-01	0.000000000000000000e+00	-inf	-inf
1.193162971117323057e+00	0.000000000000000000e+00	-inf	-inf
1.412170620318664582e+00	0.000000000000000000e+00	-inf	-inf
1.474243864874258403e+00	0.000000000000000000e+00	-inf	-inf
1.660785153927291091e+00	-inf	0.000000000000000000e+00	-inf
2.177374572847978751e+00	0.000000000000000000e+00	-inf	-inf
2.280412003746268290e+00	0.000000000000000000e+00	-inf	-inf
2.658222330696247138e+00	-inf	0.000000000000000000e+00	-inf
3.419888205047294516e+00	-inf	0.000000000000000000e+00	-inf
3.426392154557089675e+00	-inf	0.000000000000000000e+00	-inf
4.122421908163731885e+00	0.000000000000000000e+00	-inf	-inf
4.128358076014004396e+00	-inf	0.000000000000000000e+00	-inf
4.453352221292227853e+00	0.000000000000000000e+00	-inf	-inf
5.130085928523064887e+00	-inf	0.000000000000000000e+00	-inf
5.205473268425442335e+00	-inf	0.000000000000000000e+00	-inf
5.423322290945453261e+00	-inf	0.000000000000000000e+00	-inf
5.429761630771878345e+00	0.000000000000000000e+00	-inf	-inf
5.582318224713745280e+00	0.000000000000000000e+00	-inf	-inf
5.667198404540584988e+00	-inf	0.000000000000000000e+00	-inf
5.698341482556823934e+00	0.000000000000000000e+00	-inf	-inf
5.725245457604676957e+00	0.000000000000000000e+00	-inf	-inf
6.144983512177049079e+00	0.000000000000000000e+00	-inf	-inf
6.247007396450110051e+00	-inf	0.000000000000000000e+00	-inf
6.559384815705271876e+00	-inf	0.000000000000000000e+00	-inf
6.698011550720595508e+00	-inf	0.000000000000000000e+00	-inf
6.726780134427556845e+00	-inf	0.000000000000000000e+00	-inf
6.798772579400425009e+00	-inf	0.000000000000000000e+00	-inf
6.960871722249251548e+00	-inf	-inf	0.000000000000000000e+00
